,END,Phase,Block,TrialN,NbackLevel,ISI,Letter_Resp,Letter_RT,Letter_Accuracy,Trial_A_measure,Trial_ACC,Trial_RT,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OfflineRatingTimePoint,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,PID,Age,Gender,Task_A_measure,Task_ACC,Task_RT,cue_i_on_zyg_values,cue_i_on_zyg_zvalues,cue_e_on_zyg_values,cue_e_on_zyg_zvalues,cue_i_on_cor_values,cue_i_on_cor_zvalues,cue_e_on_cor_values,cue_e_on_cor_zvalues,cue_i_on_scr_values,cue_i_on_scr_zvalues,cue_e_on_scr_values,cue_e_on_scr_zvalues,BAI_bis,BAI_bas_d,BAI_bas_rr,BAI_bas_fs,NFC,BFI_ext,BFI_agr,BFI_con,BFI_neu,BFI_open,UPPS_lps,UPPS_lpm,UPPS_pu,UPPS_ss,cue_e_true_zyg_values,cue_e_true_zyg_zvalues,cue_e_true_cor_values,cue_e_true_cor_zvalues,cue_e_true_scr_values,cue_e_true_scr_zvalues,cue_i_off_zyg_values,cue_i_off_zyg_zvalues,cue_i_off_cor_values,cue_i_off_cor_zvalues,cue_i_off_scr_values,cue_i_off_scr_zvalues
0,240614_092912,LEARNING,1.0,1,1.0,788.0,,,,,,,,,,1.0,1.0,1.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,Female,0.8819444444444444,0.8888888888888888,0.5786193230753549,-0.003232378264036326,-3.4827119639926196,0.00278698294133948,1.1701284298496701,-0.0007445083495857098,-1.2894957385369288,0.0015653027059435278,1.5212434130402788,1.3599999999999999,-0.09983467541074624,,,1.2857142857142858,0.25,0.0,0.5,2.2777777777777777,2.625,2.5555555555555554,2.7777777777777777,1.75,2.888888888888889,2.25,2.0,2.5,0.25,,,,,,,,,,,,
1,240614_092936,LEARNING,1.0,2,3.0,788.0,,,,,,,,,,2.0,2.0,2.0,cue1.png,Hard,B,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,Female,0.7083333333333333,0.7777777777777778,0.4590102307713375,-5.078357130029222e-05,-0.32042031877029625,0.0002547114487863205,-0.210706006205547,0.0003321441897404442,0.5344187844340447,,,1.46,0.07666861813311446,1.1300000000000001,-0.7671960120711957,1.2857142857142858,0.25,0.0,0.5,2.2777777777777777,2.625,2.5555555555555554,2.7777777777777777,1.75,2.888888888888889,2.25,2.0,2.5,0.25,,,,,,,,,,,,
2,240614_093002,LEARNING,1.0,3,1.0,788.0,,,,,,,,,,3.0,3.0,3.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,Female,1.0,1.0,0.671348246150256,0.0001856198237255688,-0.08545120636283574,0.0002004366760865314,-0.24030175665068418,-0.00011339560813861203,-0.22035258165752875,0.0010616539053785543,0.8566468025154333,1.1669999999999998,-0.4404860319503972,1.598,0.14867336628253425,1.2857142857142858,0.25,0.0,0.5,2.2777777777777777,2.625,2.5555555555555554,2.7777777777777777,1.75,2.888888888888889,2.25,2.0,2.5,0.25,,,,,,,,,,,,
3,240614_093027,LEARNING,1.0,4,3.0,788.0,,,,,,,,,,4.0,4.0,4.0,cue1.png,Hard,B,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,Female,0.7083333333333333,0.7777777777777778,0.5494086153876896,5.660537010437764e-05,-0.21368291662143232,0.0005001463061848725,-0.07687165870336754,2.0448050306203815e-05,0.006386671284607548,0.0005756258361110751,0.215301867130382,1.587,0.30082780093381734,1.591,0.13497446532425172,1.2857142857142858,0.25,0.0,0.5,2.2777777777777777,2.625,2.5555555555555554,2.7777777777777777,1.75,2.888888888888889,2.25,2.0,2.5,0.25,,,,,,,,,,,,
4,240614_093053,LEARNING,1.0,5,3.0,788.0,,,,,,,,,,5.0,5.0,5.0,cue1.png,Hard,B,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,Female,1.0,1.0,0.62788684615337,8.026560339475294e-06,-0.26196699397582607,0.00017874066816132806,-0.25213247660158566,-4.066251989187815e-05,-0.0971383309051228,0.00021174030237132348,-0.2648682277277411,,,,,1.2857142857142858,0.25,0.0,0.5,2.2777777777777777,2.625,2.5555555555555554,2.7777777777777777,1.75,2.888888888888889,2.25,2.0,2.5,0.25,,,,,,,,,,,,
5,240614_093119,LEARNING,1.0,6,1.0,788.0,,,,,,,,,,6.0,6.0,6.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,Female,1.0,1.0,0.6756082076910668,-0.0007031308310889105,-0.9688097236568153,0.0001494670653230299,-0.2680952195323487,0.0007178596907418833,1.1878441731410252,8.031072496677422e-05,-0.4382979104109781,,,,,1.2857142857142858,0.25,0.0,0.5,2.2777777777777777,2.625,2.5555555555555554,2.7777777777777777,1.75,2.888888888888889,2.25,2.0,2.5,0.25,,,,,,,,,,,,
6,240614_093144,LEARNING,1.0,7,3.0,788.0,,,,,,,,,,7.0,7.0,7.0,cue1.png,Hard,B,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,Female,0.8819444444444444,0.8888888888888888,0.5536172307687454,0.0005110728609186315,0.23802727528587617,-0.00019679026996248863,-0.4569075383161033,0.0015297610598000574,2.563254200197697,-0.0020373050812022885,-3.232626588638894,1.444,0.04842809116609674,,,1.2857142857142858,0.25,0.0,0.5,2.2777777777777777,2.625,2.5555555555555554,2.7777777777777777,1.75,2.888888888888889,2.25,2.0,2.5,0.25,,,,,,,,,,,,
7,240614_093210,LEARNING,1.0,8,3.0,788.0,,,,,,,,,,8.0,8.0,8.0,cue1.png,Hard,B,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,Female,0.8819444444444444,0.8888888888888888,0.6207484461505933,-8.883682205136157e-05,-0.3582426967112694,5.93324667817665e-05,-0.3172451459568259,-0.0007379676619400262,-1.2784154180515048,0.00039362706653795626,-0.02485707942583681,,,,,1.2857142857142858,0.25,0.0,0.5,2.2777777777777777,2.625,2.5555555555555554,2.7777777777777777,1.75,2.888888888888889,2.25,2.0,2.5,0.25,,,,,,,,,,,,
8,240614_093235,LEARNING,1.0,9,1.0,788.0,,,,,,,,,,9.0,9.0,9.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,Female,1.0,1.0,0.5065425615377115,0.0005998945023843768,0.32631002712832236,0.0018284342836877255,0.6474368468134726,0.0002429492714692968,0.38331719792613195,0.0010733024969211613,0.8720178595852025,,,,,1.2857142857142858,0.25,0.0,0.5,2.2777777777777777,2.625,2.5555555555555554,2.7777777777777777,1.75,2.888888888888889,2.25,2.0,2.5,0.25,,,,,,,,,,,,
9,240614_093301,LEARNING,1.0,10,1.0,788.0,,,,,,,,,,10.0,10.0,10.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,Female,1.0,1.0,0.6810971769199778,0.0001930162027432617,-0.07809970190315424,8.139746200156329e-05,-0.3052132191588941,-3.9343713096276316e-05,-0.09490419242531534,0.0006767447481626368,0.3487346999576256,,,,,1.2857142857142858,0.25,0.0,0.5,2.2777777777777777,2.625,2.5555555555555554,2.7777777777777777,1.75,2.888888888888889,2.25,2.0,2.5,0.25,,,,,,,,,,,,
