,END,Phase,Block,TrialN,NbackLevel,ISI,Letter_Resp,Letter_RT,Letter_Accuracy,Trial_A_measure,Trial_ACC,Trial_RT,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OfflineRatingTimePoint,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,PID,Age,Gender,BAI_bis,BAI_bas_d,BAI_bas_rr,BAI_bas_fs,NFC,BFI_ext,BFI_agr,BFI_con,BFI_neu,BFI_open,UPPS_lps,UPPS_lpm,UPPS_pu,UPPS_ss,Task_A_measure,Task_ACC,Task_RT,Task_RT_z,cue_i_on_zyg_values,cue_i_on_zyg_zvalues,cue_e_on_zyg_values,cue_e_on_zyg_zvalues,cue_i_on_cor_values,cue_i_on_cor_zvalues,cue_e_on_cor_values,cue_e_on_cor_zvalues,cue_i_on_scr_values,cue_i_on_scr_zvalues,cue_e_on_scr_values,cue_e_on_scr_zvalues,cue_e_true_zyg_values,cue_e_true_zyg_zvalues,cue_e_true_cor_values,cue_e_true_cor_zvalues,cue_e_true_scr_values,cue_e_true_scr_zvalues,cue_e_false_zyg_values,cue_e_false_zyg_zvalues,cue_e_false_cor_values,cue_e_false_cor_zvalues,cue_e_false_scr_values,cue_e_false_scr_zvalues,OfflineRating_z,cue_i_off_zyg_values,cue_i_off_zyg_zvalues,cue_i_off_cor_values,cue_i_off_cor_zvalues,cue_i_off_scr_values,cue_i_off_scr_zvalues,DemandRating_z
0,240719_144144,PRACTICE,0.0,1,1.0,1472.0,,,,,,,,,,26.0,1.0,1.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,240719_144528,LEARNING,1.0,1,1.0,1472.0,,,,,,,,,,1.0,1.0,1.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,1.0,1.0,0.5453128222401978,1.1520479848632685,0.007160732309089897,0.37524782107585536,0.00831763154138473,1.2330114313702885,0.02507335888821821,0.11011169980843162,0.032007690985635925,0.9869611662185729,8.571559500929559e+45,-0.1778752135339898,,,,,,,,,,,,,,,,,,,,,,
1,240719_144549,LEARNING,1.0,2,3.0,1472.0,,,,,,,,,,2.0,2.0,2.0,cue1.png,Hard,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,0.8194444444444444,0.8333333333333334,0.5409289111202169,1.0707049505466968,0.007086410277125846,0.2906884023760703,0.009570571727466597,2.3768006431347533,0.030303029190633754,1.4566072985010432,0.0293861418001041,0.5014378017091228,,,8.256182859836613e+44,-0.19456486159021277,,,,,,,,,,,,,,,,,,,,
2,240719_144609,LEARNING,1.0,3,1.0,1472.0,,,,,,,,,,3.0,3.0,3.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,0.8194444444444444,0.8333333333333334,0.4531892000231892,-0.5572966524426133,0.007034374943501866,0.23148553282560663,,,0.02279277363556971,-0.4770759865197308,0.03490204817363885,1.5230098689348663,,,-3.075814229752005e+45,-0.19510595494214095,,,,,,,,,,,,,,,,,,,,
3,240719_144628,LEARNING,1.0,4,3.0,1472.0,,,,,,,,,,4.0,4.0,4.0,cue1.png,Hard,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,1.0,1.0,0.3402771333284262,-2.6523688070868197,,,,,0.03226981879721173,1.963001276643108,,,-9.047879945935197e+44,-0.17984764886932592,,,,,,,,,,,,,,,,,,,,,,
4,240719_144648,LEARNING,1.0,5,3.0,1472.0,,,,,,,,,,5.0,5.0,5.0,cue1.png,Hard,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,1.0,1.0,0.457678955539854,-0.47398968588470747,,,0.007224508449302438,0.23511670842727145,0.020014412996872743,-1.1924270804229735,0.03069618310322924,0.7440636752384145,2.761286034992354e+49,5.567764089243219,4.2513534540507313e+49,5.701562798568042,,,,,,,,,,,,,,,,,,,,
5,240719_144709,LEARNING,1.0,6,1.0,1472.0,,,,,,,,,,6.0,6.0,6.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,1.0,1.0,0.5405483333031751,1.0636433670463696,,,,,0.027269375200570645,0.6755252207858347,0.032273258169752905,1.0361454704640867,-1.4186098451067205e+44,-0.17968885095761145,-4.408034189870483e+44,-0.19474050280982463,,,,,,,,,,,,,,,,,,,,
6,240719_144729,LEARNING,1.0,7,3.0,1472.0,,,,,,,,,,7.0,7.0,7.0,cue1.png,Hard,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,0.8194444444444444,0.8333333333333334,0.4349804888738112,-0.8951574747420489,,,0.006955126233530248,-0.010798041266379106,0.023373217956872194,-0.32762761239203186,0.024353585915451177,-0.4306154585095395,,,4.429487615539729e+44,-0.19461793438714553,,,,,,,,,,,,,,,,,,,,
7,240719_144748,LEARNING,1.0,8,3.0,1472.0,,,,,,,,,,8.0,8.0,8.0,cue1.png,Hard,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,1.0,1.0,0.3829061000012896,-1.8613925751221063,0.006269912324821771,-0.6382769446665496,0.00841620723757274,1.3229996200280432,0.023752596276487584,-0.2299481779226023,0.03543740547330998,1.622160584391799,2.128325742937085e+44,-0.17961502397850032,,,,,,,,,,,,,,,,,,,,,,
8,240719_144809,LEARNING,1.0,9,1.0,1472.0,,,,,,,,,,9.0,9.0,9.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,1.0,1.0,0.4995344777513916,0.3026353611134953,0.006882566797972149,0.058766781727758205,0.009076022139457834,1.9253341727233524,,,,,,,5.214031708168916e+48,0.5284596034209466,,,,,,,,,,,,,,,,,,,,
9,240719_144829,LEARNING,1.0,10,1.0,1472.0,,,,,,,,,,10.0,10.0,10.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,1.0,1.0,0.4276343444362283,-1.031464453311313,,,0.008958412874108904,1.8179705408405609,,,0.019464532708879826,-1.3360913409460848,,,,,,,,,,,,,,,,,,,,,,,,
10,240719_144849,LEARNING,1.0,11,3.0,1472.0,,,,,,,,,,11.0,11.0,11.0,cue1.png,Hard,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,0.8194444444444444,0.8333333333333334,0.4959538666557314,0.2361974787620271,0.0076861972010841256,0.9730921565976441,,,0.02676471412658446,0.545588938829395,0.02000285539340326,-1.236391422125544,,,,,,,,,,,,,,,,,,,,,,,,
11,240719_144909,LEARNING,1.0,12,1.0,1472.0,,,,,,,,,,12.0,12.0,12.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,1.0,1.0,0.4704979999999826,-0.23613359234455472,0.007801789837399688,1.1046069426512253,0.006259798718199788,-0.6455514951922349,0.022528791251499463,-0.5450441561610925,0.02178304775875832,-0.9066913381174385,1.6850696785309967e+43,-0.1796558162331602,-5.779915714164454e+42,-0.194680168990233,,,,,,,,,,,,,,,,,,,,
12,240719_144929,LEARNING,1.0,13,1.0,1472.0,,,,,,,,,,13.0,13.0,13.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,1.0,1.0,0.4468749222190429,-0.6744574483734561,,,0.007545294587749895,0.5279572833530154,0.024011248460507475,-0.1633523875122298,0.030765713091304846,0.756940959376771,-1.7538748323140895e+44,-0.17969582926341734,-5.69551860351945e+44,-0.1947583590524772,,,,,,,,,,,,,,,,,,,,
13,240719_144949,LEARNING,1.0,14,1.0,1472.0,,,,,,,,,,14.0,14.0,14.0,cue2.png,Easy,B,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,Female,1.0,1.0,0.2,1.5,3.0,2.5,2.5555555555555554,3.111111111111111,2.125,2.111111111111111,0.75,2.0,2.5,1.75,1.0,1.0,0.4448378555502535,-0.7122550175780983,0.0076902002097020165,0.9776465541677054,0.006788395221815069,-0.16300413584680745,0.026348449012682344,0.43841217407242977,0.019433447698235393,-1.3418484326066922,,,,,,,,,,,,,,,,,,,,,,,,
