"","PID","Gender","Age","CueMapping","Phase","Block","TrialN","NbackLevel","ISI","ISI_calibrated","CaliEnd_A_measure","Trial_A_measure","Trial_ACC","Trial_RT","CueLearning","TrialDemandLearning","cue_i_on_zyg_values","cue_i_on_zyg_zvalues","cue_e_on_zyg_values","cue_e_on_zyg_zvalues","cue_i_on_scr_values","cue_i_on_scr_zvalues","cue_e_on_scr_values","cue_e_on_scr_zvalues","PhaseType","Choice","ChoiceDemand","TaskDemand","ChoiceRT","cue_e_true_zyg_values","cue_e_true_zyg_zvalues","cue_e_true_cor_values","cue_e_true_cor_zvalues","cue_e_true_scr_values","cue_e_true_scr_zvalues","OfflineRatingTimePoint","TrialDemand","OfflineRating","OfflineRatingRT","cue_i_off_zyg_values","cue_i_off_zyg_zvalues","cue_i_off_cor_values","cue_i_off_cor_zvalues","cue_i_off_scr_values","cue_i_off_scr_zvalues","CueCheck","CueDemandCheck","CorrectAnswer","Answer","AnswerDemand","AnswerRT","AnswerACC","DemandRatingQuesIndex","QuesTLX","DemandLevel","DemandRating","DemandRatingRT","BAI_bis","BAI_bas_d","BAI_bas_rr","BAI_bas_fs","NFC","BFI_ext","BFI_agr","BFI_con","BFI_neu","BFI_open","UPPS_lps","UPPS_lpm","UPPS_pu","UPPS_ss"
"007.1",7,"Female",20,"A","LEARNING",1,1,1,1750,,,,,,"cue1.png","Easy",4.89687127352197e-05,0.096037052829883,0.000167146426834415,-0.244134193903824,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.2",7,"Female",20,"A","LEARNING",1,2,3,1750,,,,,,"cue2.png","Hard",0.000216904533023038,0.283855277199724,0.000951705796796061,0.570754853838501,1.437,-0.255584866607897,1.134,-0.623506685645717,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.3",7,"Female",20,"A","LEARNING",1,3,1,1750,,,,,,"cue1.png","Easy",0.00106590304397775,1.2333691602228,,,1.953,0.656582809933808,1.603,0.187525014273248,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.4",7,"Female",20,"A","LEARNING",1,4,3,1750,,,,,,"cue2.png","Hard",,,0.000167527354803011,-0.243738539933618,1.577,-0.00809751250743466,1.585,0.156397998071668,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.5",7,"Female",20,"A","LEARNING",1,5,3,1750,,,,,,"cue2.png","Hard",5.68259502519547e-05,0.104824531262513,0.00029733955847123,-0.108908026039305,1.563,-0.0328462479174809,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.6",7,"Female",20,"A","LEARNING",1,6,1,1750,,,,,,"cue1.png","Easy",-0.000236501517425364,-0.223230817760914,0.00019367361632468,-0.216581510180145,,,0.113,-2.38910021574649,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.7",7,"Female",20,"A","LEARNING",1,7,3,1750,,,,,,"cue2.png","Hard",-4.33563217073123e-05,-0.00721860760135707,0.000164559984429505,-0.246820623598088,1.443,-0.244978265717877,1.201,-0.507645014228722,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.8",7,"Female",20,"A","LEARNING",1,8,3,1750,,,,,,"cue2.png","Hard",1.51471373703977e-05,0.0582112440207519,0.000194227055837878,-0.216006675674103,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.9",7,"Female",20,"A","LEARNING",1,9,1,1750,,,,,,"cue1.png","Easy",,,-0.00140657858493567,-1.87869663155885,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.10",7,"Female",20,"A","LEARNING",1,10,1,1750,,,,,,"cue1.png","Easy",0.00113183867899963,1.3071111044446,0.000112873449741084,-0.300505268311983,1.454,-0.225532830752841,1.53,0.0612876707890598,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.11",7,"Female",20,"A","LEARNING",1,11,3,1750,,,,,,"cue2.png","Hard",6.78203726182098e-05,0.117120614869114,-6.94473879115443e-05,-0.489874307121112,2.306,1.28060449562997,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.12",7,"Female",20,"A","LEARNING",1,12,1,1750,,,,,,"cue1.png","Easy",-6.4477198355018e-05,-0.0308400454953563,-0.000212968848416091,-0.638944053476771,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.13",7,"Female",20,"A","LEARNING",1,13,1,1750,,,,,,"cue1.png","Easy",3.73839145969873e-05,0.0830806971680786,0.00118412685372729,0.812160897803302,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.14",7,"Female",20,"A","LEARNING",1,14,1,1750,,,,,,"cue1.png","Easy",-4.3480928627956e-05,-0.00735796709321169,0.000121489479436554,-0.291556158145591,2.928,2.38015545456203,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.15",7,"Female",20,"A","LEARNING",1,15,3,1750,,,,,,"cue2.png","Hard",0.00146994935586355,1.68525167540934,,,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.16",7,"Female",20,"A","LEARNING",1,16,1,1750,,,,,,"cue1.png","Easy",-0.000143415370252812,-0.119123934277601,0.000210653189819295,-0.198945536401929,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.17",7,"Female",20,"A","LEARNING",1,17,1,1750,,,,,,"cue1.png","Easy",3.35847997741628e-05,0.0788317942301757,-0.00108614764978738,-1.54587840312709,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.18",7,"Female",20,"A","LEARNING",1,18,3,1750,,,,,,"cue2.png","Hard",-1.34815480348502e-05,0.026193126327689,-3.63703697149782e-05,-0.455518589896458,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.19",7,"Female",20,"A","LEARNING",1,19,3,1750,,,,,,"cue2.png","Hard",0.00268641426974524,3.04573736417959,-0.000617333431585595,-1.05894065632893,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.20",7,"Female",20,"A","LEARNING",1,20,3,1750,,,,,,"cue2.png","Hard",-5.22420469729733e-05,-0.0171563394013651,-2.36573770164604e-05,-0.442314135382637,,,0.589,-1.56596356508247,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.21",7,"Female",20,"A","LEARNING",1,21,1,1750,,,,,,"cue1.png","Easy",-5.31401481832948e-05,-0.0181607693933577,-2.84579820493099e-05,-0.447300323316378,1.994,0.729061249348943,0.68,-1.4085992053967,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.22",7,"Female",20,"A","LEARNING",1,22,3,1750,,,,,,"cue2.png","Hard",-1.34682351435487e-05,0.0262080153704268,,,1.492,-0.158357691782715,2.589,1.89259379064873,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.23",7,"Female",20,"A","LEARNING",1,23,3,1750,,,,,,"cue2.png","Hard",0.000383992628837396,0.470725412560993,0.00169774191225192,1.34563140618268,1.293,-0.510143287968373,2.181,1.18704809007957,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.24",7,"Female",20,"A","LEARNING",1,24,3,1750,,,,,,"cue2.png","Hard",-0.000632294633660145,-0.665883017759812,0.00077802487528437,0.390359735048969,-0.0490000000000002,-2.88248635370281,0.947,-0.946881798406584,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.25",7,"Female",20,"A","LEARNING",1,25,1,1750,,,,,,"cue1.png","Easy",-8.07852216980309e-05,-0.0490788225592199,0.0033275483588874,3.03844328779722,0.43,-2.03572604931622,1.408,-0.149684327910543,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.26",7,"Female",20,"A","LEARNING",1,26,1,1750,,,,,,"cue1.png","Easy",2.88221818046984e-06,0.044494245822608,0.00178144543671574,1.43257076087593,1.938,0.630066307708758,1.223,-0.469600883315679,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.27",7,"Female",20,"A","LEARNING",1,27,3,1750,,,,,,"cue2.png","Hard",-0.000477365598647608,-0.492611489329983,2.49473577767223e-05,-0.39183042749789,,,2.176,1.17840169669024,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.28",7,"Female",20,"A","LEARNING",1,28,1,1750,,,,,,"cue1.png","Easy",-0.00330826826659826,-3.65867285460086,,,1.054,-0.932639556754162,1.723,0.395038455617121,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.29",7,"Female",20,"A","LEARNING",1,29,1,1750,,,,,,"cue1.png","Easy",0.000337254166461859,0.418453449390151,0.000298652483456671,-0.107544345695782,1.618,0.0643809269077006,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.30",7,"Female",20,"A","LEARNING",1,30,3,1750,,,,,,"cue2.png","Hard",-0.0021052961575738,-2.31327742260674,0.000307621860505315,-0.0982282283924241,1.315,-0.4712524180383,1.374,-0.208479802957974,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.31",7,"Female",20,"A","LEARNING",1,31,3,1750,,,,,,"cue2.png","Hard",4.02928067228655e-05,0.0863339813871898,0.000179497615394452,-0.231305530236642,,,1.43,-0.1116401969975,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.32",7,"Female",20,"A","LEARNING",1,32,1,1750,,,,,,"cue1.png","Easy",-0.00144379968573757,-1.57346448362647,4.64137510997179e-05,-0.36953418137149,1.062,-0.918497422234136,1.247,-0.428098195046905,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.33",7,"Female",20,"A","LEARNING",1,33,1,1750,,,,,,"cue1.png","Easy",,,0.000878167884391802,0.494374095789566,0.822,-1.34276145783493,1.741,0.426165471818701,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.34",7,"Female",20,"A","LEARNING",1,34,1,1750,,,,,,"cue1.png","Easy",-4.81609011056287e-05,-0.0125920149535773,0.000180140227527272,-0.230638075855201,2.398,1.44323904261028,2.203,1.22509222099261,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.35",7,"Female",20,"A","LEARNING",1,35,3,1750,,,,,,"cue2.png","Hard",-0.000866398738378616,-0.927703379791913,1.11752551949697e-05,-0.406134935210038,1.695,0.200498971662955,1.359,-0.234418983125957,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.36",7,"Female",20,"A","LEARNING",1,36,3,1750,,,,,,"cue2.png","Hard",,,,,1.592,0.0184189897176151,1.728,0.403684849006449,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.37",7,"Female",20,"A","LEARNING",1,37,1,1750,,,,,,"cue1.png","Easy",-3.28928409068334e-05,0.0044836747426106,0.00311381113106413,2.8164433567321,,,0.604,-1.54002438491448,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.38",7,"Female",20,"A","LEARNING",1,38,3,1750,,,,,,"cue2.png","Hard",0.000372694365800979,0.458089515714648,,,2.096,0.909373464479279,2.098,1.04351795981672,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.39",7,"Female",20,"A","LEARNING",1,39,3,1750,,,,,,"cue2.png","Hard",8.88788138587843e-05,0.140672225448815,,,2.319,1.30358546422502,1.636,0.244591210642814,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.40",7,"Female",20,"A","LEARNING",1,40,3,1750,,,,,,"cue2.png","Hard",,,-2.60242039831727e-06,-0.42044523137649,1.597,0.027257823792631,1.342,-0.263816720649673,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.41",7,"Female",20,"A","LEARNING",1,41,1,1750,,,,,,"cue1.png","Easy",,,,,,,2.021,0.910363501621069,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.42",7,"Female",20,"A","LEARNING",1,42,3,1750,,,,,,"cue2.png","Hard",6.92137812214537e-05,0.118678993118819,5.16751172190372e-05,-0.364069420142515,,,1.502,0.0128678678088229,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.43",7,"Female",20,"A","LEARNING",1,43,3,1750,,,,,,"cue2.png","Hard",,,,,1.66,0.13862713313784,2.281,1.35997595786612,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.44",7,"Female",20,"A","LEARNING",1,44,1,1750,,,,,,"cue1.png","Easy",,,0.00251075379280448,2.19007288825824,1.283,-0.527820956118406,2.054,0.967429697990634,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.45",7,"Female",20,"A","LEARNING",1,45,1,1750,,,,,,"cue1.png","Easy",-8.55562265980195e-05,-0.0544146804318281,-0.000548638824537779,-0.987590437256323,1.639,0.101504030022771,1.702,0.358723603381943,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.46",7,"Female",20,"A","LEARNING",1,46,1,1750,,,,,,"cue1.png","Easy",7.52205923109351e-05,0.125396967824977,,,2.051,0.829823957804131,0.178,-2.27669710168523,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.47",7,"Female",20,"A","LEARNING",1,47,3,1750,,,,,,"cue2.png","Hard",,,0.000296872653460648,-0.109392980771893,,,1.636,0.244591210642814,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.48",7,"Female",20,"A","LEARNING",1,48,3,1750,,,,,,"cue2.png","Hard",0.000104038332587065,0.157626523138059,,,1.585,0.00604462201259178,1.997,0.868860813352295,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.49",7,"Female",20,"A","LEARNING",1,49,1,1750,,,,,,"cue1.png","Easy",,,,,,,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.50",7,"Female",20,"A","LEARNING",1,50,1,1750,,,,,,"cue1.png","Easy",,,6.57659543925075e-05,-0.349433856123003,1.484,-0.172499826302742,,,"","","","",,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.51",7,"Female",20,"A","TrueCHOICE",9,1,1,1750,,,,,,"","",,,,,,,,,"True","Left","Easy","Easy",0.0140102002769708,,,-0.00032953050792436,-0.615945726310269,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.52",7,"Female",20,"A","TrueCHOICE",9,2,3,1750,,,,,,"","",,,,,,,,,"True","Right","Hard","Hard",0.0140955997630953,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.53",7,"Female",20,"A","TrueCHOICE",9,3,1,1750,,,,,,"","",,,,,,,,,"True","Right","Easy","Easy",0.0178204998373985,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.54",7,"Female",20,"A","TrueCHOICE",9,4,1,1750,,,,,,"","",,,,,,,,,"True","Left","Easy","Easy",0.0166081003844738,-1.87528073842379e-05,-0.978749653691914,-0.000410715049206719,-0.795723361257228,1.324,-0.986901690180926,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.55",7,"Female",20,"A","TrueCHOICE",9,5,1,1750,,,,,,"","",,,,,,,,,"True","Right","Easy","Easy",0.0168340997770428,0.00114402306577437,1.74002128310469,0.000717932449381613,1.70358962099278,1.581,-0.464591693524216,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.56",7,"Female",20,"A","TrueCHOICE",9,6,1,1750,,,,,,"","",,,,,,,,,"True","Right","Easy","Easy",0.016665400005877,,,,,1.556,-0.515400058957749,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.57",7,"Female",20,"A","TrueCHOICE",9,7,3,1750,,,,,,"","",,,,,,,,,"True","Right","Hard","Hard",0.0166946998797357,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.58",7,"Female",20,"A","TrueCHOICE",9,8,1,1750,,,,,,"","",,,,,,,,,"True","Right","Easy","Easy",0.0168309998698532,0.000143204117042063,-0.600066375764003,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.59",7,"Female",20,"A","TrueCHOICE",9,9,1,1750,,,,,,"","",,,,,,,,,"True","Left","Easy","Easy",0.0141937001608312,0.000123189892538896,-0.646863091414733,-0.00018320620759603,-0.29192053342528,2.735,1.88072245488762,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.60",7,"Female",20,"A","TrueCHOICE",9,10,1,1750,,,,,,"","",,,,,,,,,"True","Right","Easy","Easy",0.0161120002157986,0.000607551408426692,0.485657837765965,,,1.852,0.0861709877752703,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.61",7,"Female",20,"A","FalseCHOICE",9,1,2,1750,,,,,,"","",,,,,,,,,"False","Left","Easy","Mid",0.017319899983704,,,-0.00032953050792436,-0.615945726310269,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.62",7,"Female",20,"A","FalseCHOICE",9,2,2,1750,,,,,,"","",,,,,,,,,"False","Left","Hard","Mid",0.0153878000564873,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.63",7,"Female",20,"A","FalseCHOICE",9,3,2,1750,,,,,,"","",,,,,,,,,"False","Right","Easy","Mid",0.0164328999817371,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.64",7,"Female",20,"A","FalseCHOICE",9,4,2,1750,,,,,,"","",,,,,,,,,"False","Right","Easy","Mid",0.0164577001705765,-1.87528073842379e-05,-0.978749653691914,-0.000410715049206719,-0.795723361257228,1.324,-0.986901690180926,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.65",7,"Female",20,"A","FalseCHOICE",9,5,2,1750,,,,,,"","",,,,,,,,,"False","Left","Easy","Mid",0.0161144998855888,0.00114402306577437,1.74002128310469,0.000717932449381613,1.70358962099278,1.581,-0.464591693524216,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.66",7,"Female",20,"A","FalseCHOICE",9,6,2,1750,,,,,,"","",,,,,,,,,"False","Right","Easy","Mid",0.0168093997053802,,,,,1.556,-0.515400058957749,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.67",7,"Female",20,"A","FalseCHOICE",9,7,2,1750,,,,,,"","",,,,,,,,,"False","Right","Easy","Mid",0.0162447998300194,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.68",7,"Female",20,"A","FalseCHOICE",9,8,2,1750,,,,,,"","",,,,,,,,,"False","Left","Easy","Mid",0.0137207997031509,0.000143204117042063,-0.600066375764003,,,,,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.69",7,"Female",20,"A","FalseCHOICE",9,9,2,1750,,,,,,"","",,,,,,,,,"False","Left","Easy","Mid",0.0170081001706421,0.000123189892538896,-0.646863091414733,-0.00018320620759603,-0.29192053342528,2.735,1.88072245488762,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
"007.70",7,"Female",20,"A","FalseCHOICE",9,10,2,1750,,,,,,"","",,,,,,,,,"False","Right","Easy","Mid",0.0162963001057505,0.000607551408426692,0.485657837765965,,,1.852,0.0861709877752703,"","",,,,,,,,,,,,,,,,,,,,,1,1.25,0.8,0.75,2.94444444444444,2.75,2.66666666666667,2.11111111111111,1.875,3,2,2.75,2.25,1.25
