"subj_idx","ChoiceRT","ChoiceDemand","TaskDemand","trial","DemandAversive_on","DemandAvoidance_true","response","rt","split_by","feedback","q_init"
64,0.0109063659911044,"easy","mid",5,"demand_aversive","demand_avoid",1,0.0109063659911044,0,0.5,0.5
64,0.0112678320001578,"easy","mid",6,"demand_aversive","demand_avoid",1,0.0112678320001578,0,0.5,0.5
64,0.0110389450128423,"easy","mid",7,"demand_aversive","demand_avoid",1,0.0110389450128423,0,0.5,0.5
64,0.0106173439999111,"easy","mid",8,"demand_aversive","demand_avoid",1,0.0106173439999111,0,0.5,0.5
64,0.00614684299216606,"hard","mid",9,"demand_aversive","demand_avoid",0,0.00614684299216606,0,0.5,0.5
64,0.0108730099891545,"easy","mid",10,"demand_aversive","demand_avoid",1,0.0108730099891545,0,0.5,0.5
64,0.00602173400693573,"easy","mid",11,"demand_aversive","demand_avoid",1,0.00602173400693573,0,0.5,0.5
64,0.00628611499269027,"easy","mid",12,"demand_aversive","demand_avoid",1,0.00628611499269027,0,0.5,0.5
64,0.0100176099949749,"easy","mid",13,"demand_aversive","demand_avoid",1,0.0100176099949749,0,0.5,0.5
64,0.00610529400000814,"hard","mid",27,"demand_aversive","demand_avoid",0,0.00610529400000814,0,0.5,0.5
64,0.0112804989912547,"easy","mid",28,"demand_aversive","demand_avoid",1,0.0112804989912547,0,0.5,0.5
64,0.0107732260075863,"easy","mid",29,"demand_aversive","demand_avoid",1,0.0107732260075863,0,0.5,0.5
64,0.0109935389918974,"hard","mid",17,"demand_aversive","demand_avoid",0,0.0109935389918974,0,0.5,0.5
64,0.0114585289993556,"easy","mid",18,"demand_aversive","demand_avoid",1,0.0114585289993556,0,0.5,0.5
64,0.0103718479949748,"easy","mid",19,"demand_aversive","demand_avoid",1,0.0103718479949748,0,0.5,0.5
64,0.0111538780038245,"easy","mid",20,"demand_aversive","demand_avoid",1,0.0111538780038245,0,0.5,0.5
64,0.00604449599632062,"easy","mid",21,"demand_aversive","demand_avoid",1,0.00604449599632062,0,0.5,0.5
64,0.0113399740075693,"easy","mid",22,"demand_aversive","demand_avoid",1,0.0113399740075693,0,0.5,0.5
64,0.0110084500047378,"easy","mid",23,"demand_aversive","demand_avoid",1,0.0110084500047378,0,0.5,0.5
64,0.0110021550062811,"easy","mid",24,"demand_aversive","demand_avoid",1,0.0110021550062811,0,0.5,0.5
64,0.0102954100002535,"easy","mid",25,"demand_aversive","demand_avoid",1,0.0102954100002535,0,0.5,0.5
64,0.0062048599938862,"hard","mid",26,"demand_aversive","demand_avoid",0,0.0062048599938862,0,0.5,0.5
64,0.0112821799993981,"hard","mid",39,"demand_aversive","demand_avoid",0,0.0112821799993981,0,0.5,0.5
64,0.0107133559940848,"hard","mid",40,"demand_aversive","demand_avoid",0,0.0107133559940848,0,0.5,0.5
64,0.00630505599838216,"easy","mid",41,"demand_aversive","demand_avoid",1,0.00630505599838216,0,0.5,0.5
64,0.0113570970133878,"hard","mid",42,"demand_aversive","demand_avoid",0,0.0113570970133878,0,0.5,0.5
64,0.0110951169917826,"easy","mid",43,"demand_aversive","demand_avoid",1,0.0110951169917826,0,0.5,0.5
64,0.0113824069994735,"hard","mid",44,"demand_aversive","demand_avoid",0,0.0113824069994735,0,0.5,0.5
64,0.0107585799996741,"easy","mid",45,"demand_aversive","demand_avoid",1,0.0107585799996741,0,0.5,0.5
64,0.00625941299949773,"hard","mid",46,"demand_aversive","demand_avoid",0,0.00625941299949773,0,0.5,0.5
64,0.0111208859889302,"hard","mid",47,"demand_aversive","demand_avoid",0,0.0111208859889302,0,0.5,0.5
64,0.00625806499738246,"hard","mid",48,"demand_aversive","demand_avoid",0,0.00625806499738246,0,0.5,0.5
64,0.00592398100707214,"easy","mid",49,"demand_aversive","demand_avoid",1,0.00592398100707214,0,0.5,0.5
64,0.00635141400562134,"hard","mid",50,"demand_aversive","demand_avoid",0,0.00635141400562134,0,0.5,0.5
64,0.00622860100702383,"easy","mid",37,"demand_aversive","demand_avoid",1,0.00622860100702383,0,0.5,0.5
64,0.00576115900184959,"easy","mid",38,"demand_aversive","demand_avoid",1,0.00576115900184959,0,0.5,0.5
64,0.0111848640081007,"hard","mid",30,"demand_aversive","demand_avoid",0,0.0111848640081007,0,0.5,0.5
64,0.00549675000365824,"easy","mid",31,"demand_aversive","demand_avoid",1,0.00549675000365824,0,0.5,0.5
64,0.00611735199345276,"easy","mid",32,"demand_aversive","demand_avoid",1,0.00611735199345276,0,0.5,0.5
64,0.0105540319927968,"hard","mid",33,"demand_aversive","demand_avoid",0,0.0105540319927968,0,0.5,0.5
64,0.00562695899861865,"easy","mid",34,"demand_aversive","demand_avoid",1,0.00562695899861865,0,0.5,0.5
64,0.0109992499928921,"easy","mid",35,"demand_aversive","demand_avoid",1,0.0109992499928921,0,0.5,0.5
64,0.0112082609994104,"hard","mid",36,"demand_aversive","demand_avoid",0,0.0112082609994104,0,0.5,0.5
65,0.00688246902427636,"hard","mid",4,"demand_aversive","demand_avoid",0,0.00688246902427636,0,0.5,0.5
65,0.0102458790061064,"hard","mid",3,"demand_aversive","demand_avoid",0,0.0102458790061064,0,0.5,0.5
65,0.0102821209875401,"hard","mid",5,"demand_aversive","demand_avoid",0,0.0102821209875401,0,0.5,0.5
65,0.0101645470131189,"hard","mid",7,"demand_aversive","demand_avoid",0,0.0101645470131189,0,0.5,0.5
65,0.0068528350093402,"easy","mid",17,"demand_aversive","demand_avoid",1,0.0068528350093402,0,0.5,0.5
65,0.0106782839866355,"easy","mid",18,"demand_aversive","demand_avoid",1,0.0106782839866355,0,0.5,0.5
65,0.00668607599800453,"hard","mid",6,"demand_aversive","demand_avoid",0,0.00668607599800453,0,0.5,0.5
65,0.0100219709856901,"hard","mid",2,"demand_aversive","demand_avoid",0,0.0100219709856901,0,0.5,0.5
65,0.0102894489828032,"easy","mid",16,"demand_aversive","demand_avoid",1,0.0102894489828032,0,0.5,0.5
65,0.00676254197605886,"easy","mid",30,"demand_aversive","demand_avoid",1,0.00676254197605886,0,0.5,0.5
65,0.0103423710097559,"easy","mid",31,"demand_aversive","demand_avoid",1,0.0103423710097559,0,0.5,0.5
65,0.00698617400485091,"hard","mid",32,"demand_aversive","demand_avoid",0,0.00698617400485091,0,0.5,0.5
65,0.0102550349838566,"easy","mid",33,"demand_aversive","demand_avoid",1,0.0102550349838566,0,0.5,0.5
65,0.0103392349847127,"hard","mid",8,"demand_aversive","demand_avoid",0,0.0103392349847127,0,0.5,0.5
65,0.0103951809869613,"hard","mid",9,"demand_aversive","demand_avoid",0,0.0103951809869613,0,0.5,0.5
65,0.0104979519965127,"easy","mid",10,"demand_aversive","demand_avoid",1,0.0104979519965127,0,0.5,0.5
65,0.00716464300057851,"hard","mid",11,"demand_aversive","demand_avoid",0,0.00716464300057851,0,0.5,0.5
65,0.0102799989981577,"hard","mid",12,"demand_aversive","demand_avoid",0,0.0102799989981577,0,0.5,0.5
65,0.0108273639925756,"hard","mid",13,"demand_aversive","demand_avoid",0,0.0108273639925756,0,0.5,0.5
65,0.0102369309752248,"hard","mid",14,"demand_aversive","demand_avoid",0,0.0102369309752248,0,0.5,0.5
65,0.00688621998415329,"hard","mid",15,"demand_aversive","demand_avoid",0,0.00688621998415329,0,0.5,0.5
65,0.00680425399332307,"easy","mid",42,"demand_aversive","demand_avoid",1,0.00680425399332307,0,0.5,0.5
65,0.00688014400657266,"easy","mid",43,"demand_aversive","demand_avoid",1,0.00688014400657266,0,0.5,0.5
65,0.0101813219953328,"easy","mid",44,"demand_aversive","demand_avoid",1,0.0101813219953328,0,0.5,0.5
65,0.0069535440125037,"easy","mid",45,"demand_aversive","demand_avoid",1,0.0069535440125037,0,0.5,0.5
65,0.00691348299733363,"easy","mid",46,"demand_aversive","demand_avoid",1,0.00691348299733363,0,0.5,0.5
65,0.00704181200126186,"hard","mid",47,"demand_aversive","demand_avoid",0,0.00704181200126186,0,0.5,0.5
65,0.00688203697791323,"easy","mid",48,"demand_aversive","demand_avoid",1,0.00688203697791323,0,0.5,0.5
65,0.00688312598504126,"easy","mid",49,"demand_aversive","demand_avoid",1,0.00688312598504126,0,0.5,0.5
65,0.0098719330271706,"easy","mid",50,"demand_aversive","demand_avoid",1,0.0098719330271706,0,0.5,0.5
65,0.0102513789897785,"hard","mid",24,"demand_aversive","demand_avoid",0,0.0102513789897785,0,0.5,0.5
65,0.00673968199407682,"easy","mid",25,"demand_aversive","demand_avoid",1,0.00673968199407682,0,0.5,0.5
65,0.0101085659989621,"easy","mid",26,"demand_aversive","demand_avoid",1,0.0101085659989621,0,0.5,0.5
65,0.0100086599995848,"easy","mid",27,"demand_aversive","demand_avoid",1,0.0100086599995848,0,0.5,0.5
65,0.0103201020101551,"easy","mid",28,"demand_aversive","demand_avoid",1,0.0103201020101551,0,0.5,0.5
65,0.0106191269878764,"easy","mid",29,"demand_aversive","demand_avoid",1,0.0106191269878764,0,0.5,0.5
65,0.00602093699853867,"easy","mid",21,"demand_aversive","demand_avoid",1,0.00602093699853867,0,0.5,0.5
65,0.0103270719991997,"easy","mid",22,"demand_aversive","demand_avoid",1,0.0103270719991997,0,0.5,0.5
65,0.00980583499767818,"easy","mid",19,"demand_aversive","demand_avoid",1,0.00980583499767818,0,0.5,0.5
65,0.0103562870062888,"easy","mid",20,"demand_aversive","demand_avoid",1,0.0103562870062888,0,0.5,0.5
65,0.00996259102248587,"easy","mid",38,"demand_aversive","demand_avoid",1,0.00996259102248587,0,0.5,0.5
65,0.00933106400771067,"easy","mid",39,"demand_aversive","demand_avoid",1,0.00933106400771067,0,0.5,0.5
65,0.00682444899575785,"easy","mid",23,"demand_aversive","demand_avoid",1,0.00682444899575785,0,0.5,0.5
65,0.00704146298812702,"easy","mid",37,"demand_aversive","demand_avoid",1,0.00704146298812702,0,0.5,0.5
65,0.00976239799638279,"easy","mid",1,"demand_aversive","demand_avoid",1,0.00976239799638279,0,0.5,0.5
65,0.0102091559965629,"easy","mid",34,"demand_aversive","demand_avoid",1,0.0102091559965629,0,0.5,0.5
65,0.00986246601678431,"easy","mid",40,"demand_aversive","demand_avoid",1,0.00986246601678431,0,0.5,0.5
65,0.00686937497812323,"easy","mid",41,"demand_aversive","demand_avoid",1,0.00686937497812323,0,0.5,0.5
65,0.00662939200992696,"easy","mid",35,"demand_aversive","demand_avoid",1,0.00662939200992696,0,0.5,0.5
65,0.00647264299914241,"easy","mid",36,"demand_aversive","demand_avoid",1,0.00647264299914241,0,0.5,0.5
66,0.00735991599503905,"easy","mid",10,"no_demand_aversive","demand_avoid",1,0.00735991599503905,0,0.5,0.5
66,0.00687528800335713,"hard","mid",11,"no_demand_aversive","demand_avoid",0,0.00687528800335713,0,0.5,0.5
66,0.00726999898324721,"easy","mid",9,"no_demand_aversive","demand_avoid",1,0.00726999898324721,0,0.5,0.5
66,0.00986487098271027,"easy","mid",23,"no_demand_aversive","demand_avoid",1,0.00986487098271027,0,0.5,0.5
66,0.00678307597991079,"easy","mid",24,"no_demand_aversive","demand_avoid",1,0.00678307597991079,0,0.5,0.5
66,0.00994343298953027,"easy","mid",25,"no_demand_aversive","demand_avoid",1,0.00994343298953027,0,0.5,0.5
66,0.00693475699517876,"hard","mid",26,"no_demand_aversive","demand_avoid",0,0.00693475699517876,0,0.5,0.5
66,0.00950702800764702,"easy","mid",27,"no_demand_aversive","demand_avoid",1,0.00950702800764702,0,0.5,0.5
66,0.00709880201611668,"easy","mid",43,"no_demand_aversive","demand_avoid",1,0.00709880201611668,0,0.5,0.5
66,0.0103804169921204,"easy","mid",44,"no_demand_aversive","demand_avoid",1,0.0103804169921204,0,0.5,0.5
66,0.00726558602764271,"easy","mid",45,"no_demand_aversive","demand_avoid",1,0.00726558602764271,0,0.5,0.5
66,0.0100571890070569,"easy","mid",46,"no_demand_aversive","demand_avoid",1,0.0100571890070569,0,0.5,0.5
66,0.00614449201384559,"easy","mid",47,"no_demand_aversive","demand_avoid",1,0.00614449201384559,0,0.5,0.5
66,0.00998954498209059,"easy","mid",48,"no_demand_aversive","demand_avoid",1,0.00998954498209059,0,0.5,0.5
66,0.00692955200793222,"easy","mid",49,"no_demand_aversive","demand_avoid",1,0.00692955200793222,0,0.5,0.5
66,0.00964031100738794,"easy","mid",50,"no_demand_aversive","demand_avoid",1,0.00964031100738794,0,0.5,0.5
66,0.00731323900981806,"easy","mid",37,"no_demand_aversive","demand_avoid",1,0.00731323900981806,0,0.5,0.5
66,0.00713400699896738,"easy","mid",38,"no_demand_aversive","demand_avoid",1,0.00713400699896738,0,0.5,0.5
66,0.00709104799898341,"easy","mid",39,"no_demand_aversive","demand_avoid",1,0.00709104799898341,0,0.5,0.5
66,0.00735823600552976,"easy","mid",40,"no_demand_aversive","demand_avoid",1,0.00735823600552976,0,0.5,0.5
66,0.00940061101573519,"easy","mid",41,"no_demand_aversive","demand_avoid",1,0.00940061101573519,0,0.5,0.5
66,0.00602209099452011,"easy","mid",42,"no_demand_aversive","demand_avoid",1,0.00602209099452011,0,0.5,0.5
66,0.00717385500320233,"easy","mid",1,"no_demand_aversive","demand_avoid",1,0.00717385500320233,0,0.5,0.5
66,0.00700593800866045,"hard","mid",2,"no_demand_aversive","demand_avoid",0,0.00700593800866045,0,0.5,0.5
66,0.00730117000057362,"easy","mid",3,"no_demand_aversive","demand_avoid",1,0.00730117000057362,0,0.5,0.5
66,0.00707286299439147,"hard","mid",4,"no_demand_aversive","demand_avoid",0,0.00707286299439147,0,0.5,0.5
66,0.00669322701287456,"easy","mid",5,"no_demand_aversive","demand_avoid",1,0.00669322701287456,0,0.5,0.5
66,0.0074432679975871,"easy","mid",6,"no_demand_aversive","demand_avoid",1,0.0074432679975871,0,0.5,0.5
66,0.0059967230190523,"easy","mid",7,"no_demand_aversive","demand_avoid",1,0.0059967230190523,0,0.5,0.5
66,0.0100336540199351,"easy","mid",8,"no_demand_aversive","demand_avoid",1,0.0100336540199351,0,0.5,0.5
66,0.00715191499330103,"easy","mid",22,"no_demand_aversive","demand_avoid",1,0.00715191499330103,0,0.5,0.5
66,0.00733016798039898,"easy","mid",14,"no_demand_aversive","demand_avoid",1,0.00733016798039898,0,0.5,0.5
66,0.00982634699903429,"easy","mid",15,"no_demand_aversive","demand_avoid",1,0.00982634699903429,0,0.5,0.5
66,0.00994897799682803,"easy","mid",12,"no_demand_aversive","demand_avoid",1,0.00994897799682803,0,0.5,0.5
66,0.00703650098876096,"easy","mid",13,"no_demand_aversive","demand_avoid",1,0.00703650098876096,0,0.5,0.5
66,0.00869484199211001,"easy","mid",18,"no_demand_aversive","demand_avoid",1,0.00869484199211001,0,0.5,0.5
66,0.010039232991403,"easy","mid",19,"no_demand_aversive","demand_avoid",1,0.010039232991403,0,0.5,0.5
66,0.00975388998631388,"easy","mid",16,"no_demand_aversive","demand_avoid",1,0.00975388998631388,0,0.5,0.5
66,0.00991590699413791,"easy","mid",17,"no_demand_aversive","demand_avoid",1,0.00991590699413791,0,0.5,0.5
66,0.00699622099637054,"easy","mid",36,"no_demand_aversive","demand_avoid",1,0.00699622099637054,0,0.5,0.5
66,0.0106415819900576,"easy","mid",28,"no_demand_aversive","demand_avoid",1,0.0106415819900576,0,0.5,0.5
66,0.00712468201527372,"easy","mid",20,"no_demand_aversive","demand_avoid",1,0.00712468201527372,0,0.5,0.5
66,0.00980265499674715,"easy","mid",21,"no_demand_aversive","demand_avoid",1,0.00980265499674715,0,0.5,0.5
66,0.00746292897383682,"easy","mid",31,"no_demand_aversive","demand_avoid",1,0.00746292897383682,0,0.5,0.5
66,0.0100343769881874,"easy","mid",32,"no_demand_aversive","demand_avoid",1,0.0100343769881874,0,0.5,0.5
66,0.0101686989946757,"easy","mid",29,"no_demand_aversive","demand_avoid",1,0.0101686989946757,0,0.5,0.5
66,0.00720849298522808,"easy","mid",30,"no_demand_aversive","demand_avoid",1,0.00720849298522808,0,0.5,0.5
66,0.0102528860152233,"easy","mid",35,"no_demand_aversive","demand_avoid",1,0.0102528860152233,0,0.5,0.5
66,0.00980340299429372,"easy","mid",33,"no_demand_aversive","demand_avoid",1,0.00980340299429372,0,0.5,0.5
66,0.0122372180048842,"easy","mid",34,"no_demand_aversive","demand_avoid",1,0.0122372180048842,0,0.5,0.5
67,0.00662556200404651,"easy","mid",3,"demand_aversive","demand_avoid",1,0.00662556200404651,0,0.5,0.5
67,0.0104368219908793,"hard","mid",2,"demand_aversive","demand_avoid",0,0.0104368219908793,0,0.5,0.5
67,0.0102794450067449,"hard","mid",15,"demand_aversive","demand_avoid",0,0.0102794450067449,0,0.5,0.5
67,0.0065779639990069,"easy","mid",16,"demand_aversive","demand_avoid",1,0.0065779639990069,0,0.5,0.5
67,0.0093230860074982,"hard","mid",4,"demand_aversive","demand_avoid",0,0.0093230860074982,0,0.5,0.5
67,0.00642035700730048,"easy","mid",1,"demand_aversive","demand_avoid",1,0.00642035700730048,0,0.5,0.5
67,0.010502777993679,"hard","mid",14,"demand_aversive","demand_avoid",0,0.010502777993679,0,0.5,0.5
67,0.00967053201748058,"hard","mid",28,"demand_aversive","demand_avoid",0,0.00967053201748058,0,0.5,0.5
67,0.0111384619958699,"hard","mid",29,"demand_aversive","demand_avoid",0,0.0111384619958699,0,0.5,0.5
67,0.00657669999054633,"hard","mid",17,"demand_aversive","demand_avoid",0,0.00657669999054633,0,0.5,0.5
67,0.00651593500515446,"hard","mid",18,"demand_aversive","demand_avoid",0,0.00651593500515446,0,0.5,0.5
67,0.0107147030066699,"hard","mid",19,"demand_aversive","demand_avoid",0,0.0107147030066699,0,0.5,0.5
67,0.0107641649956349,"hard","mid",20,"demand_aversive","demand_avoid",0,0.0107641649956349,0,0.5,0.5
67,0.0104531329998281,"hard","mid",21,"demand_aversive","demand_avoid",0,0.0104531329998281,0,0.5,0.5
67,0.0109247530053835,"hard","mid",22,"demand_aversive","demand_avoid",0,0.0109247530053835,0,0.5,0.5
67,0.00652075000107288,"hard","mid",23,"demand_aversive","demand_avoid",0,0.00652075000107288,0,0.5,0.5
67,0.00656988497939892,"hard","mid",24,"demand_aversive","demand_avoid",0,0.00656988497939892,0,0.5,0.5
67,0.0106098809919786,"hard","mid",25,"demand_aversive","demand_avoid",0,0.0106098809919786,0,0.5,0.5
67,0.00581025201245211,"hard","mid",26,"demand_aversive","demand_avoid",0,0.00581025201245211,0,0.5,0.5
67,0.0109858649957459,"hard","mid",27,"demand_aversive","demand_avoid",0,0.0109858649957459,0,0.5,0.5
67,0.0111224729917012,"easy","mid",40,"demand_aversive","demand_avoid",1,0.0111224729917012,0,0.5,0.5
67,0.00670593799441122,"easy","mid",41,"demand_aversive","demand_avoid",1,0.00670593799441122,0,0.5,0.5
67,0.0106449990125839,"hard","mid",42,"demand_aversive","demand_avoid",0,0.0106449990125839,0,0.5,0.5
67,0.010296880005626,"easy","mid",43,"demand_aversive","demand_avoid",1,0.010296880005626,0,0.5,0.5
67,0.0104827029863372,"easy","mid",5,"demand_aversive","demand_avoid",1,0.0104827029863372,0,0.5,0.5
67,0.005669646023307,"easy","mid",6,"demand_aversive","demand_avoid",1,0.005669646023307,0,0.5,0.5
67,0.0105067210097332,"hard","mid",7,"demand_aversive","demand_avoid",0,0.0105067210097332,0,0.5,0.5
67,0.00645687698852271,"hard","mid",8,"demand_aversive","demand_avoid",0,0.00645687698852271,0,0.5,0.5
67,0.00674278300721198,"hard","mid",9,"demand_aversive","demand_avoid",0,0.00674278300721198,0,0.5,0.5
67,0.0104251680022571,"easy","mid",10,"demand_aversive","demand_avoid",1,0.0104251680022571,0,0.5,0.5
67,0.00680124497739598,"hard","mid",11,"demand_aversive","demand_avoid",0,0.00680124497739598,0,0.5,0.5
67,0.0103652149846312,"hard","mid",12,"demand_aversive","demand_avoid",0,0.0103652149846312,0,0.5,0.5
67,0.00553120599943213,"hard","mid",13,"demand_aversive","demand_avoid",0,0.00553120599943213,0,0.5,0.5
67,0.00640137397567742,"easy","mid",39,"demand_aversive","demand_avoid",1,0.00640137397567742,0,0.5,0.5
67,0.0104182529903483,"easy","mid",31,"demand_aversive","demand_avoid",1,0.0104182529903483,0,0.5,0.5
67,0.0102008679823484,"easy","mid",32,"demand_aversive","demand_avoid",1,0.0102008679823484,0,0.5,0.5
67,0.0103787950065453,"easy","mid",33,"demand_aversive","demand_avoid",1,0.0103787950065453,0,0.5,0.5
67,0.0101561319897883,"easy","mid",30,"demand_aversive","demand_avoid",1,0.0101561319897883,0,0.5,0.5
67,0.0106556910031941,"easy","mid",35,"demand_aversive","demand_avoid",1,0.0106556910031941,0,0.5,0.5
67,0.0106392609886825,"hard","mid",36,"demand_aversive","demand_avoid",0,0.0106392609886825,0,0.5,0.5
67,0.00982644100440666,"easy","mid",37,"demand_aversive","demand_avoid",1,0.00982644100440666,0,0.5,0.5
67,0.0105949190037791,"easy","mid",34,"demand_aversive","demand_avoid",1,0.0105949190037791,0,0.5,0.5
67,0.0102565479755867,"hard","mid",50,"demand_aversive","demand_avoid",0,0.0102565479755867,0,0.5,0.5
67,0.00668816801044159,"easy","mid",46,"demand_aversive","demand_avoid",1,0.00668816801044159,0,0.5,0.5
67,0.0104553909914102,"hard","mid",47,"demand_aversive","demand_avoid",0,0.0104553909914102,0,0.5,0.5
67,0.0109127630130388,"hard","mid",38,"demand_aversive","demand_avoid",0,0.0109127630130388,0,0.5,0.5
67,0.0104440960276406,"easy","mid",45,"demand_aversive","demand_avoid",1,0.0104440960276406,0,0.5,0.5
67,0.0105655030056369,"hard","mid",44,"demand_aversive","demand_avoid",0,0.0105655030056369,0,0.5,0.5
67,0.00657621800201014,"easy","mid",49,"demand_aversive","demand_avoid",1,0.00657621800201014,0,0.5,0.5
67,0.0104528109950479,"hard","mid",48,"demand_aversive","demand_avoid",0,0.0104528109950479,0,0.5,0.5
68,0.0101402069994947,"easy","mid",7,"demand_aversive","demand_avoid",1,0.0101402069994947,0,0.5,0.5
68,0.00672457299515372,"hard","mid",8,"demand_aversive","demand_avoid",0,0.00672457299515372,0,0.5,0.5
68,0.0102758659995743,"easy","mid",22,"demand_aversive","demand_avoid",1,0.0102758659995743,0,0.5,0.5
68,0.00632305000181077,"easy","mid",19,"demand_aversive","demand_avoid",1,0.00632305000181077,0,0.5,0.5
68,0.00628580899501685,"easy","mid",20,"demand_aversive","demand_avoid",1,0.00628580899501685,0,0.5,0.5
68,0.00663952700415393,"hard","mid",21,"demand_aversive","demand_avoid",0,0.00663952700415393,0,0.5,0.5
68,0.00972824399650563,"hard","mid",1,"demand_aversive","demand_avoid",0,0.00972824399650563,0,0.5,0.5
68,0.0106472929983283,"hard","mid",2,"demand_aversive","demand_avoid",0,0.0106472929983283,0,0.5,0.5
68,0.00643952999962494,"hard","mid",3,"demand_aversive","demand_avoid",0,0.00643952999962494,0,0.5,0.5
68,0.00548249099665554,"easy","mid",4,"demand_aversive","demand_avoid",1,0.00548249099665554,0,0.5,0.5
68,0.0104820459964685,"hard","mid",5,"demand_aversive","demand_avoid",0,0.0104820459964685,0,0.5,0.5
68,0.0105216250012745,"hard","mid",6,"demand_aversive","demand_avoid",0,0.0105216250012745,0,0.5,0.5
68,0.0105979159998242,"hard","mid",30,"demand_aversive","demand_avoid",0,0.0105979159998242,0,0.5,0.5
68,0.00599952500488143,"easy","mid",31,"demand_aversive","demand_avoid",1,0.00599952500488143,0,0.5,0.5
68,0.0108151549939066,"easy","mid",32,"demand_aversive","demand_avoid",1,0.0108151549939066,0,0.5,0.5
68,0.0102835670040804,"hard","mid",33,"demand_aversive","demand_avoid",0,0.0102835670040804,0,0.5,0.5
68,0.0107301480020396,"hard","mid",34,"demand_aversive","demand_avoid",0,0.0107301480020396,0,0.5,0.5
68,0.00655122099851724,"easy","mid",35,"demand_aversive","demand_avoid",1,0.00655122099851724,0,0.5,0.5
68,0.00653811699885409,"hard","mid",36,"demand_aversive","demand_avoid",0,0.00653811699885409,0,0.5,0.5
68,0.010436029995617,"hard","mid",37,"demand_aversive","demand_avoid",0,0.010436029995617,0,0.5,0.5
68,0.0105363120019319,"hard","mid",38,"demand_aversive","demand_avoid",0,0.0105363120019319,0,0.5,0.5
68,0.010339173997636,"hard","mid",39,"demand_aversive","demand_avoid",0,0.010339173997636,0,0.5,0.5
68,0.00671414499811362,"easy","mid",40,"demand_aversive","demand_avoid",1,0.00671414499811362,0,0.5,0.5
68,0.0106762610012083,"hard","mid",41,"demand_aversive","demand_avoid",0,0.0106762610012083,0,0.5,0.5
68,0.00693278399558039,"hard","mid",42,"demand_aversive","demand_avoid",0,0.00693278399558039,0,0.5,0.5
68,0.010510713000258,"easy","mid",43,"demand_aversive","demand_avoid",1,0.010510713000258,0,0.5,0.5
68,0.00656818399875192,"easy","mid",44,"demand_aversive","demand_avoid",1,0.00656818399875192,0,0.5,0.5
68,0.0107176029996481,"easy","mid",45,"demand_aversive","demand_avoid",1,0.0107176029996481,0,0.5,0.5
68,0.0104030200018315,"hard","mid",46,"demand_aversive","demand_avoid",0,0.0104030200018315,0,0.5,0.5
68,0.0064659439958632,"easy","mid",9,"demand_aversive","demand_avoid",1,0.0064659439958632,0,0.5,0.5
68,0.0104167230019812,"easy","mid",10,"demand_aversive","demand_avoid",1,0.0104167230019812,0,0.5,0.5
68,0.0106019480008399,"hard","mid",11,"demand_aversive","demand_avoid",0,0.0106019480008399,0,0.5,0.5
68,0.0109093799983384,"hard","mid",12,"demand_aversive","demand_avoid",0,0.0109093799983384,0,0.5,0.5
68,0.0110187989994301,"easy","mid",13,"demand_aversive","demand_avoid",1,0.0110187989994301,0,0.5,0.5
68,0.0103203479957301,"easy","mid",14,"demand_aversive","demand_avoid",1,0.0103203479957301,0,0.5,0.5
68,0.0105344879993936,"easy","mid",15,"demand_aversive","demand_avoid",1,0.0105344879993936,0,0.5,0.5
68,0.00656260199320968,"hard","mid",16,"demand_aversive","demand_avoid",0,0.00656260199320968,0,0.5,0.5
68,0.0103044339994085,"hard","mid",17,"demand_aversive","demand_avoid",0,0.0103044339994085,0,0.5,0.5
68,0.00514085200120462,"hard","mid",18,"demand_aversive","demand_avoid",0,0.00514085200120462,0,0.5,0.5
68,0.0100474959981511,"hard","mid",47,"demand_aversive","demand_avoid",0,0.0100474959981511,0,0.5,0.5
68,0.0106070109977736,"hard","mid",48,"demand_aversive","demand_avoid",0,0.0106070109977736,0,0.5,0.5
68,0.0105359660010436,"hard","mid",23,"demand_aversive","demand_avoid",0,0.0105359660010436,0,0.5,0.5
68,0.00867084900528425,"hard","mid",24,"demand_aversive","demand_avoid",0,0.00867084900528425,0,0.5,0.5
68,0.00678986000275472,"hard","mid",25,"demand_aversive","demand_avoid",0,0.00678986000275472,0,0.5,0.5
68,0.0102508310010307,"easy","mid",26,"demand_aversive","demand_avoid",1,0.0102508310010307,0,0.5,0.5
68,0.0104811160053941,"hard","mid",27,"demand_aversive","demand_avoid",0,0.0104811160053941,0,0.5,0.5
68,0.00666335500136483,"easy","mid",28,"demand_aversive","demand_avoid",1,0.00666335500136483,0,0.5,0.5
68,0.00666996699874289,"easy","mid",29,"demand_aversive","demand_avoid",1,0.00666996699874289,0,0.5,0.5
68,0.010410987000796,"easy","mid",49,"demand_aversive","demand_avoid",1,0.010410987000796,0,0.5,0.5
68,0.0106559710038709,"hard","mid",50,"demand_aversive","demand_avoid",0,0.0106559710038709,0,0.5,0.5
69,0.010541989999183,"easy","mid",3,"demand_aversive","demand_avoid",1,0.010541989999183,0,0.5,0.5
69,0.00685711899859598,"hard","mid",2,"demand_aversive","demand_avoid",0,0.00685711899859598,0,0.5,0.5
69,0.00707431299815653,"easy","mid",15,"demand_aversive","demand_avoid",1,0.00707431299815653,0,0.5,0.5
69,0.00687031999405008,"easy","mid",16,"demand_aversive","demand_avoid",1,0.00687031999405008,0,0.5,0.5
