"","PID","Gender","Phase","Block","TrialN","TrialIndex","NbackLevel","ISI","Trial_A_measure","Trial_A_measure_pre","Trial_RT","Trial_ACC","Trial_RT_pre","Trial_ACC_pre","TrialDemandLearning","TrialTransition","TrialDemandLearning_pre","TrialTransition_pre","OnlineRating","OnlineRatingRT","CueLearning","CueMapping","PhaseType","CueLeft","CueDemandLeft","CueRight","CueDemandRight","Choice","ChoiceDemand","TaskDemand","ChoiceRT","OnlineRatingMean","OnlineRatingSD","RTZ","ACCZ","RT_preZ","ACC_preZ","OnlineRatingZ"
"51",108,"Female","TEST",1,1,1,1,1250,1,,0.464299288899929,1,,,"easy",,,,22,0.785722811997402,"cue2.png","B","","","","","","","","easy",,43.8,14.3711729599535,-0.299195525988915,0.964834096819299,,,-1.51692558851999
"52",108,"Female","TEST",1,2,2,3,1250,0.916666666666667,1,0.506391803700535,1,0.464299288899929,1,"hard","switch","easy",,54,0.952883011996164,"cue1.png","B","","","","","","","","hard",,43.8,14.3711729599535,0.508776370121254,0.964834096819299,-0.304579875359749,0.975457504463052,0.709754174445133
"53",108,"Female","TEST",1,3,3,3,1250,0.547619047619048,0.916666666666667,0.484167806201731,0.714285714285714,0.506391803700535,1,"hard","repetition","hard","switch",39,1.34673274800298,"cue1.png","B","","","","","","","","hard",,43.8,14.3711729599535,0.0821835309118023,-1.53827322983454,0.505608355395402,0.975457504463052,-0.334001964444768
"54",108,"Female","TEST",1,4,4,3,1250,0.690476190476191,0.547619047619048,0.442538935302582,0.857142857142857,0.484167806201731,0.714285714285714,"hard","repetition","hard","repetition",60,0.554903354000999,"cue1.png","B","","","","","","","","hard",,43.8,14.3711729599535,-0.716888653599877,-0.286719566507622,0.0778453362658407,-1.51556762626598,1.12725663000109
"55",108,"Female","TEST",1,5,5,1,1250,0.916666666666667,0.690476190476191,0.42361790540017,1,0.442538935302582,0.857142857142857,"easy","switch","hard","repetition",19,1.38766905300145,"cue2.png","B","","","","","","","","easy",,43.8,14.3711729599535,-1.08008055313422,0.964834096819299,-0.723418770235824,-0.270055060901465,-1.72567681629797
"56",108,"Female","TEST",1,6,6,3,1250,0.833333333333333,0.916666666666667,0.475736150296871,0.857142857142857,0.42361790540017,1,"hard","switch","easy","switch",56,1.5856798820023,"cue1.png","B","","","","","","","","hard",,43.8,14.3711729599535,-0.0796633209826419,-0.286719566507622,-1.08760693559771,0.975457504463052,0.848921659630454
"57",108,"Female","TEST",1,7,7,3,1250,0.75,0.833333333333333,0.477610254801402,0.714285714285714,0.475736150296871,0.857142857142857,"hard","repetition","hard","switch",36,1.28058189600415,"cue1.png","B","","","","","","","","hard",,43.8,14.3711729599535,-0.0436896145598242,-1.53827322983454,-0.0844454751113053,-0.270055060901465,-0.542753192222749
"58",108,"Female","TEST",1,8,8,1,1250,1,0.75,0.570623317301215,1,0.477610254801402,0.714285714285714,"easy","switch","hard","repetition",57,0.953977570999996,"cue2.png","B","","","","","","","","easy",,43.8,14.3711729599535,1.7417095431523,0.964834096819299,-0.0483730897960199,-1.51556762626598,0.918505402223114
"59",108,"Female","TEST",1,9,9,1,1250,0.75,1,0.500241062100395,0.714285714285714,0.570623317301215,1,"easy","repetition","easy","switch",33,0.79817827999068,"cue2.png","B","","","","","","","","easy",,43.8,14.3711729599535,0.39071199747233,-1.53827322983454,1.7419235674794,0.975457504463052,-0.751504420000729
"60",108,"Female","TEST",1,10,10,3,1250,1,0.75,0.471640872697753,1,0.500241062100395,0.714285714285714,"hard","switch","easy","repetition",56,0.570792655998957,"cue1.png","B","","","","","","","","hard",,43.8,14.3711729599535,-0.158272765500996,0.964834096819299,0.387220122274722,-1.51556762626598,0.848921659630454
"61",108,"Female","TEST",1,11,11,1,1250,1,1,0.498558846200467,1,0.471640872697753,1,"easy","switch","hard","switch",39,0.636240763007663,"cue2.png","B","","","","","","","","easy",,43.8,14.3711729599535,0.35842162050698,0.964834096819299,-0.163270551925966,0.975457504463052,-0.334001964444768
"62",108,"Female","TEST",1,12,12,3,1250,0.547619047619048,1,0.494574922598258,0.714285714285714,0.498558846200467,1,"hard","switch","easy","switch",75,1.8140570250107,"cue1.png","B","","","","","","","","hard",,43.8,14.3711729599535,0.281949632029151,-1.53827322983454,0.354841170098387,0.975457504463052,2.171012768891
"63",108,"Female","TEST",1,13,13,1,1250,1,0.547619047619048,0.576735044401721,1,0.494574922598258,0.714285714285714,"easy","switch","hard","switch",27,1.26909709000029,"cue2.png","B","","","","","","","","easy",,43.8,14.3711729599535,1.85902502685042,0.964834096819299,0.278159412545358,-1.51556762626598,-1.16900687555669
"64",108,"Female","TEST",1,14,14,3,1250,0.690476190476191,1,0.53230978139909,0.857142857142857,0.576735044401721,1,"hard","switch","easy","switch",63,2.38404503300262,"cue1.png","B","","","","","","","","hard",,43.8,14.3711729599535,1.00627569235564,-0.286719566507622,1.85956085738411,0.975457504463052,1.33600785777907
"65",108,"Female","TEST",1,15,15,1,1250,1,0.690476190476191,0.483504377400095,1,0.53230978139909,0.857142857142857,"easy","switch","hard","switch",32,0.652752383990446,"cue2.png","B","","","","","","","","easy",,43.8,14.3711729599535,0.0694489193227605,0.964834096819299,1.00447235997707,-0.270055060901465,-0.821088162593389
"66",108,"Female","TEST",1,16,16,1,1250,1,1,0.447340148301737,1,0.483504377400095,1,"easy","repetition","easy","switch",19,1.15491777499847,"cue2.png","B","","","","","","","","easy",,43.8,14.3711729599535,-0.624728677201888,0.964834096819299,0.0650757925696414,0.975457504463052,-1.72567681629797
"67",108,"Female","TEST",1,17,17,3,1250,0.964285714285714,1,0.437847971600422,0.857142857142857,0.447340148301737,1,"hard","switch","easy","repetition",59,1.3992851160001,"cue1.png","B","","","","","","","","hard",,43.8,14.3711729599535,-0.806932378831603,-0.286719566507622,-0.631005991296613,0.975457504463052,1.05767288740843
"68",108,"Female","TEST",1,18,18,3,1250,0.833333333333333,0.964285714285714,0.558069048113086,0.757142857142857,0.437847971600422,0.857142857142857,"hard","repetition","hard","switch",60,1.16951362699911,"cue1.png","B","","","","","","","","hard",,43.8,14.3711729599535,1.5007285343373,-1.16280713083647,-0.813709492954411,-0.270055060901465,1.12725663000109
